topic	relation	language	pos	lemma	orthography	features
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తులను	Q146078,Q146786,Q499327
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తిని	Q110786,Q146078,Q499327
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తులకు	Q145599,Q146786,Q499327
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తికి	Q110786,Q145599,Q499327
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తులతో	Q146786,Q192997,Q499327
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తితో	Q110786,Q192997,Q499327
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తులలో	Q146786,Q202142,Q499327
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తిలో	Q110786,Q202142,Q499327
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తులు	Q131105,Q146786,Q499327
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తి	Q110786,Q131105,Q499327
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తుల	Q1233197,Q146786,Q499327
Q39018	Human denoting sense	Q8097	nominal	చక్రవర్తి	చక్రవర్తి	Q110786,Q1233197,Q499327
Q962	Demonym adjective	Q8097	adjectival	బెనినీస్	బెనినీస్	
Q781	Demonym adjective	Q8097	adjectival	ఆంటిగ్వా అండ్ బార్బుడా	ఆంటిగ్వా అండ్ బార్బుడా	
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటర్లను	Q146078,Q146786,Q1775461
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటరును	Q110786,Q146078,Q1775461
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటర్లకు	Q145599,Q146786,Q1775461
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటరుకు	Q110786,Q145599,Q1775461
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటర్లతో	Q146786,Q192997,Q1775461
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటరుతో	Q110786,Q192997,Q1775461
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటర్లలో	Q146786,Q202142,Q1775461
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటరులో	Q110786,Q202142,Q1775461
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటర్లు	Q131105,Q146786,Q1775461
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటరు	Q110786,Q131105,Q1775461
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటర్ల	Q1233197,Q146786,Q1775461
Q2540351	Human denoting sense	Q8097	nominal	ఓటరు	ఓటరు	Q110786,Q1233197,Q1775461
Q12837	Demonym adjective	Q8097	adjectival	ఐబీరియన్	ఐబీరియన్	
Q36	Demonym adjective	Q8097	adjectival	పోలాండ్	పోలాండ్	
Q200130	Demonym adjective	Q8097	adjectival	ఆజాద్ కాశ్మీరీ	ఆజాద్ కాశ్మీరీ	
Q974	Demonym adjective	Q8097	adjectival	కాంగోలీస్	కాంగోలీస్	
Q414	Demonym adjective	Q8097	adjectival	అర్జెంటీనా	అర్జెంటీనా	
Q4991371	Human denoting sense	Q8097	nominal	సోల్జర్‌	సోల్జర్లను	Q146078,Q146786,Q1775415
Q4991371	Human denoting sense	Q8097	nominal	సోల్జర్‌	సోల్జర్లను	Q146078,Q146786,Q1775461
Q4991371	Human denoting sense	Q8097	nominal	సోల్జర్‌	సోల్జర్‌ను	Q110786,Q146078,Q1775415
Q4991371	Human denoting sense	Q8097	nominal	సోల్జర్‌	సోల్జర్‌ను	Q110786,Q146078,Q499327
Q4991371	Human denoting sense	Q8097	nominal	సోల్జర్‌	సోల్జర్లకు	Q145599,Q146786,Q1775415
Q4991371	Human denoting sense	Q8097	nominal	సోల్జర్‌	సోల్జర్లకు	Q145599,Q146786,Q1775461
Q4991371	Human denoting sense	Q8097	nominal	సోల్జర్‌	సోల్జర్‌కు	Q110786,Q145599,Q1775415
