topic	relation	language	pos	lemma	orthography	features
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টরা	Q131105,Q146786,Q1775415,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টরা	Q131105,Q146786,Q499327,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টটি	Q110786,Q131105,Q1775415,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টটি	Q110786,Q131105,Q499327,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্ট	Q110786,Q131105,Q1775415,Q53997857
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্ট	Q110786,Q131105,Q499327,Q53997857
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টদেরকে	Q146078,Q146786,Q1775415,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টদেরকে	Q146078,Q146786,Q499327,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টটিকে	Q110786,Q146078,Q1775415,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টটিকে	Q110786,Q146078,Q499327,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টকে	Q110786,Q146078,Q1775415,Q53997857
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টকে	Q110786,Q146078,Q499327,Q53997857
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টদের	Q146233,Q146786,Q1775415,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টদের	Q146233,Q146786,Q499327,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টটির	Q110786,Q146233,Q1775415,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টটির	Q110786,Q146233,Q499327,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টের	Q110786,Q146233,Q1775415,Q53997857
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টের	Q110786,Q146233,Q499327,Q53997857
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টদের	Q146786,Q1775415,Q202142,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টদের	Q146786,Q202142,Q499327,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টের	Q110786,Q1775415,Q202142,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টের	Q110786,Q202142,Q499327,Q53997851
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টের	Q110786,Q1775415,Q202142,Q53997857
Q16667363	Human denoting sense	Q9610	nominal	নেগোসিয়ান ম্যানিপুলান্ট	নেগোসিয়ান ম্যানিপুলান্টের	Q110786,Q202142,Q499327,Q53997857
Q2860947	Human denoting sense	Q9610	nominal	আর্জেন্টিয়ার	আর্জেন্টিয়াররা	Q131105,Q146786,Q1775415,Q53997851
