topic	relation	language	pos	lemma	orthography	features
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्ध्यांहून	Q146786,Q156986,Q1775415
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्ध्याहून	Q110786,Q156986,Q1775415
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्ध्यांहून	Q146786,Q156986,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्ध्याहून	Q110786,Q156986,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्ध्यांना	Q146078,Q146786,Q1775415
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्ध्याला	Q110786,Q146078,Q1775415
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्ध्यांना	Q146078,Q146786,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्ध्याला	Q110786,Q146078,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्ध्यांना	Q145599,Q146786,Q1775415
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्ध्याला	Q110786,Q145599,Q1775415
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्ध्यांना	Q145599,Q146786,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्ध्याला	Q110786,Q145599,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्ध्यांनी	Q146786,Q1775415,Q324305
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्ध्याने	Q110786,Q1775415,Q324305
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्ध्यांनी	Q146786,Q324305,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्ध्याने	Q110786,Q324305,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्ध्यांत	Q146786,Q1775415,Q202142
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्ध्यात	Q110786,Q1775415,Q202142
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्ध्यांमध्ये	Q146786,Q202142,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्ध्यामध्ये	Q110786,Q202142,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्धे	Q131105,Q146786,Q1775415
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्धा	Q110786,Q131105,Q1775415
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्धे	Q131105,Q146786,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्टियोद्धा	Q110786,Q131105,Q499327
Q11338576	Human denoting sense	Q1571	nominal	मुष्टियोद्धा	मुष्ठियोद्ध्यांच्या	Q1233197,Q146786,Q1775415
